neuron_id,pc1,pc2,cluster,region
770,0,-954.628,2,SENSORY
771,0,-954.628,2,SENSORY
772,0,-954.628,2,SENSORY
773,0,-954.628,2,SENSORY
774,0,-958.675,7,SENSORY
775,0,-954.628,2,SENSORY
776,0,-954.628,2,SENSORY
777,0,-954.628,2,SENSORY
778,0,-954.628,2,SENSORY
779,0,-954.628,2,SENSORY
780,0,-954.628,2,SENSORY
781,0,-954.628,2,SENSORY
782,0,-958.675,7,SENSORY
783,0,-954.628,2,SENSORY
784,0,-958.675,7,SENSORY
785,0,-954.628,2,SENSORY
786,0,-958.675,7,SENSORY
787,0,-958.675,7,SENSORY
788,0,-954.628,2,SENSORY
789,0,-954.628,2,SENSORY
790,0,-954.628,2,SENSORY
791,0,-954.628,2,SENSORY
792,0,-954.628,2,SENSORY
793,0,-954.628,2,SENSORY
794,0,-954.628,2,SENSORY
795,0,-954.628,2,SENSORY
796,0,-954.628,2,SENSORY
797,0,-954.628,2,SENSORY
798,0,-954.628,2,SENSORY
799,0,-954.628,2,SENSORY
800,0,-954.628,2,SENSORY
801,0,-954.628,2,SENSORY
802,0,-954.628,2,SENSORY
803,0,-954.628,2,SENSORY
804,0,-954.628,2,SENSORY
805,0,-954.628,2,SENSORY
806,0,-954.628,2,SENSORY
807,0,-954.628,2,SENSORY
808,0,-958.675,7,SENSORY
809,0,-954.628,2,SENSORY
810,0,-954.628,2,SENSORY
811,0,-954.628,2,SENSORY
812,0,-957.726,0,SENSORY
813,0,-954.628,2,SENSORY
814,0,-954.628,2,SENSORY
815,0,-954.628,2,SENSORY
