neuron_id,pc1,pc2,cluster,region
665,0,0,1,SENSORY
666,0,0,1,SENSORY
667,0,0,1,SENSORY
668,0,-0.917052,1,SENSORY
669,0,-0.0281839,1,SENSORY
670,0,0,1,SENSORY
671,0,-1.8341,1,SENSORY
672,0,-0.917052,1,SENSORY
673,0,-0.961139,1,SENSORY
674,0,-0.961139,1,SENSORY
675,0,-1.8341,1,SENSORY
676,0,0,1,SENSORY
677,0,0,1,SENSORY
678,0,0,1,SENSORY
679,0,-0.0329936,1,SENSORY
680,0,-1.8341,1,SENSORY
681,0,-0.961139,1,SENSORY
682,0,-0.961139,1,SENSORY
683,0,-0.961139,1,SENSORY
684,0,-0.0281839,1,SENSORY
685,0,-0.0281839,1,SENSORY
686,0,-0.950045,1,SENSORY
687,0,-0.0281839,1,SENSORY
688,0,-0.961139,1,SENSORY
689,0,-0.961139,1,SENSORY
690,0,-0.917052,1,SENSORY
691,0,0,1,SENSORY
692,0,-0.917052,1,SENSORY
693,0,-0.917052,1,SENSORY
694,0,-0.961139,1,SENSORY
695,0,-1.8341,1,SENSORY
696,0,0,1,SENSORY
697,0,-0.0281839,1,SENSORY
698,0,0,1,SENSORY
699,0,0,1,SENSORY
700,0,-0.961139,1,SENSORY
701,0,-0.917052,1,SENSORY
702,0,0,1,SENSORY
703,0,-0.0281839,1,SENSORY
704,0,-0.961139,1,SENSORY
705,0,0,1,SENSORY
706,0,-0.961139,1,SENSORY
707,0,-1.8341,1,SENSORY
708,0,-0.961139,1,SENSORY
709,0,-1.8341,1,SENSORY
710,0,-0.917052,1,SENSORY
711,0,0,1,SENSORY
712,0,0,1,SENSORY
713,0,-0.961139,1,SENSORY
714,0,-0.961139,1,SENSORY
715,0,-1.8341,1,SENSORY
716,0,-0.917052,1,SENSORY
717,0,-0.961139,1,SENSORY
718,0,-0.917052,1,SENSORY
719,0,0,1,SENSORY
720,0,0,1,SENSORY
721,0,-0.928145,1,SENSORY
722,0,-0.961139,1,SENSORY
723,0,0,1,SENSORY
724,0,-0.0329936,1,SENSORY
725,0,-0.917052,1,SENSORY
726,0,-0.917052,1,SENSORY
727,0,0,1,SENSORY
728,0,-0.961139,1,SENSORY
729,0,-0.961139,1,SENSORY
730,0,-0.961139,1,SENSORY
731,0,-0.0281839,1,SENSORY
732,0,0,1,SENSORY
733,0,-0.0281839,1,SENSORY
734,0,0,1,SENSORY
735,0,0,1,SENSORY
736,0,-0.961139,1,SENSORY
737,0,-0.961139,1,SENSORY
738,0,-1.8341,1,SENSORY
739,0,-0.917052,1,SENSORY
740,0,0,1,SENSORY
741,0,-0.917052,1,SENSORY
742,0,-0.961139,1,SENSORY
743,0,0,1,SENSORY
744,0,-0.0281839,1,SENSORY
745,0,-0.961139,1,SENSORY
746,0,0,1,SENSORY
747,0,0,1,SENSORY
748,0,-0.961139,1,SENSORY
749,0,0,1,SENSORY
750,0,-0.961139,1,SENSORY
751,0,0,1,SENSORY
752,0,-0.961139,1,SENSORY
753,0,0,1,SENSORY
754,0,-0.0281839,1,SENSORY
755,0,-0.961139,1,SENSORY
756,0,-0.917052,1,SENSORY
757,0,-0.0281839,1,SENSORY
758,0,-0.917052,1,SENSORY
759,0,-0.917052,1,SENSORY
760,0,0,1,SENSORY
761,0,0,1,SENSORY
762,0,-1.8341,1,SENSORY
763,0,-0.961139,1,SENSORY
764,0,-0.0110931,1,SENSORY
765,0,-0.961139,1,SENSORY
766,0,-1.8341,1,SENSORY
767,0,-0.961139,1,SENSORY
768,0,-0.917052,1,SENSORY
769,0,-0.961139,1,SENSORY
770,0,-0.917052,1,SENSORY
771,0,-0.917052,1,SENSORY
772,0,-0.961139,1,SENSORY
773,0,0,1,SENSORY
774,0,-0.961139,1,SENSORY
775,0,-0.961139,1,SENSORY
776,0,-1.8341,1,SENSORY
777,0,-0.961139,1,SENSORY
778,0,-1.8452,1,SENSORY
779,0,-0.917052,1,SENSORY
780,0,0,1,SENSORY
781,0,0,1,SENSORY
782,0,-0.0281839,1,SENSORY
783,0,-0.961139,1,SENSORY
784,0,-0.0281839,1,SENSORY
785,0,0,1,SENSORY
786,0,0,1,SENSORY
787,0,-0.961139,1,SENSORY
788,0,-0.961139,1,SENSORY
789,0,-0.917052,1,SENSORY
790,0,-0.0329936,1,SENSORY
791,0,-0.917052,1,SENSORY
792,0,-0.950045,1,SENSORY
793,0,0,1,SENSORY
794,0,0,1,SENSORY
795,0,-0.0281839,1,SENSORY
796,0,-0.917052,1,SENSORY
797,0,-0.917052,1,SENSORY
798,0,0,1,SENSORY
799,0,0,1,SENSORY
800,0,0,1,SENSORY
801,0,-0.961139,1,SENSORY
802,0,0,1,SENSORY
803,0,-0.917052,1,SENSORY
804,0,0,1,SENSORY
805,0,0,1,SENSORY
806,0,-0.961139,1,SENSORY
807,0,0,1,SENSORY
808,0,-0.917052,1,SENSORY
809,0,-0.917052,1,SENSORY
810,0,-0.961139,1,SENSORY
811,0,-0.917052,1,SENSORY
812,0,0,1,SENSORY
813,0,-0.961139,1,SENSORY
814,0,0,1,SENSORY
815,0,-0.961139,1,SENSORY
816,0,-0.0281839,1,SENSORY
817,0,-0.917052,1,SENSORY
818,0,-0.961139,1,SENSORY
819,0,0,1,SENSORY
820,0,-0.961139,1,SENSORY
821,0,-0.961139,1,SENSORY
822,0,0,1,SENSORY
823,0,-0.917052,1,SENSORY
824,0,0,1,SENSORY
825,0,-0.961139,1,SENSORY
826,0,0,1,SENSORY
827,0,-0.917052,1,SENSORY
