step,spikes,is_inject_step,byte,nmda_sum,nmda_nz,xpre_sum,xpre_nz,ca_sum,ca_nz,weight_sum,weight_abs_sum
272,0,0,0,762.2217,47956,29027.9141,1897449,6574.0562,1897449,1777397.8750,2962719.7500
273,0,0,0,755.4410,47956,27612.2070,1897449,6572.3379,1897449,1777397.8750,2962719.7500
274,0,0,0,749.0123,47956,26265.5449,1897449,6569.5117,1897449,1777397.8750,2962719.7500
275,0,0,0,742.8729,47956,24984.5586,1897449,6565.6655,1897449,1777397.8750,2962719.7500
276,0,0,0,736.9738,47956,23766.0488,1897449,6560.8711,1897449,1777397.8750,2962719.7500
277,0,0,0,731.2758,47956,22606.9648,1897449,6555.1890,1897449,1777397.8750,2962719.7500
278,0,0,0,725.7480,47956,21504.4121,1897449,6548.6704,1897449,1777397.8750,2962719.7500
279,0,0,0,720.3656,47956,20455.6289,1897449,6541.3599,1897449,1777397.8750,2962719.7500
280,2204,1,28,763.5492,47956,32017.5566,1897638,6542.3467,1897638,1777397.8750,2962719.7500
281,0,0,0,754.2112,47956,30456.0430,1897638,6541.4609,1897638,1777397.8750,2962719.7500
282,0,0,0,749.4939,47956,28970.6855,1897638,6539.8188,1897638,1777397.8750,2962719.7500
283,0,0,0,742.9326,47956,27557.7695,1897638,6537.0234,1897638,1777397.8750,2962719.7500
284,0,0,0,736.7069,47956,26213.7617,1897638,6533.1787,1897638,1777397.8750,2962719.7500
285,0,0,0,730.7566,47956,24935.3027,1897638,6528.3687,1897638,1777397.8750,2962719.7500
286,0,0,0,725.0339,47956,23719.1934,1897638,6522.6611,1897638,1777397.8750,2962719.7500
287,0,0,0,719.5012,47956,22562.3965,1897638,6516.1133,1897638,1777397.8750,2962719.7500
288,0,0,0,714.1285,47956,21462.0156,1897638,6508.7739,1897638,1777397.8750,2962719.7500
289,0,0,0,708.8923,47956,20415.3008,1897638,6500.6841,1897638,1777397.8750,2962719.7500
290,2226,1,29,752.5735,47957,32104.7461,1898016,6500.9072,1898016,1777397.8750,2962719.7500
291,0,0,0,744.8290,47957,30538.9785,1898016,6499.6274,1898016,1777397.8750,2962719.7500
292,0,0,0,740.0816,47957,29049.5762,1898016,6497.5859,1898016,1777397.8750,2962719.7500
293,0,0,0,733.4811,47957,27632.8125,1898016,6494.3828,1898016,1777397.8750,2962719.7500
294,0,0,0,727.2295,47957,26285.1465,1898016,6490.1255,1898016,1777397.8750,2962719.7500
295,0,0,0,721.2644,47957,25003.2051,1898016,6484.9009,1898016,1777397.8750,2962719.7500
296,0,0,0,715.5366,47957,23783.7852,1898016,6478.7788,1898016,1777397.8750,2962719.7500
297,0,0,0,710.0069,47957,22623.8359,1898016,6471.8188,1898016,1777397.8750,2962719.7500
298,0,0,0,704.6446,47957,21520.4590,1898016,6464.0718,1898016,1777397.8750,2962719.7500
299,0,0,0,699.4250,47957,20470.8945,1898016,6455.5801,1898016,1777397.8750,2962719.7500
300,2242,1,30,743.1686,47959,32256.5371,1898398,6455.4053,1898398,1777397.8750,2962719.7500
301,0,0,0,735.8571,47959,30683.3691,1898398,6453.8296,1898398,1777397.8750,2962719.7500
302,0,0,0,731.0936,47959,29186.9238,1898398,6451.4888,1898398,1777397.8750,2962719.7500
303,0,0,0,724.4724,47959,27763.4629,1898398,6447.9810,1898398,1777397.8750,2962719.7500
304,0,0,0,718.2111,47959,26409.4238,1898398,6443.4170,1898398,1777397.8750,2962719.7500
305,0,0,0,712.2454,47959,25121.4199,1898398,6437.8853,1898398,1777397.8750,2962719.7500
306,0,0,0,706.5250,47959,23896.2363,1898398,6431.4590,1898398,1777397.8750,2962719.7500
307,0,0,0,701.0094,47959,22730.8027,1898398,6424.1987,1898398,1777397.8750,2962719.7500
308,0,0,0,695.6669,47959,21622.2090,1898398,6416.1558,1898398,1777397.8750,2962719.7500
309,0,0,0,690.4720,47959,20567.6816,1898398,6407.3745,1898398,1777397.8750,2962719.7500
310,2205,1,31,733.0732,47960,32131.9746,1898589,6406.7178,1898589,1777397.8750,2962719.7500
311,0,0,0,725.1672,47960,30564.8809,1898589,6404.5259,1898589,1777397.8750,2962719.7500
312,0,0,0,720.5035,47960,29074.2148,1898589,6401.5986,1898589,1777397.8750,2962719.7500
313,0,0,0,714.0255,47960,27656.2500,1898589,6397.5439,1898589,1777397.8750,2962719.7500
314,0,0,0,707.8962,47960,26307.4395,1898589,6392.4688,1898589,1777397.8750,2962719.7500
315,0,0,0,702.0534,47960,25024.4102,1898589,6386.4580,1898589,1777397.8750,2962719.7500
316,0,0,0,696.4478,47960,23803.9570,1898589,6379.5830,1898589,1777397.8750,2962719.7500
317,0,0,0,691.0405,47960,22643.0254,1898589,6371.9019,1898589,1777397.8750,2962719.7500
318,0,0,0,685.8005,47960,21538.7129,1898589,6363.4639,1898589,1777397.8750,2962719.7500
319,0,0,0,680.7032,47960,20488.2578,1898589,6354.3125,1898589,1777397.8750,2962719.7500
320,2202,1,32,721.9696,47961,32040.7637,1898974,6353.1011,1898974,1777397.8750,2962719.7500
321,0,0,0,714.0721,47961,30478.1172,1898974,6350.3594,1898974,1777397.8750,2962719.7500
322,0,0,0,709.5034,47961,28991.6836,1898974,6346.9092,1898974,1777397.8750,2962719.7500
323,0,0,0,703.1143,47961,27577.7441,1898974,6342.3540,1898974,1777397.8750,2962719.7500
324,0,0,0,697.0734,47961,26232.7617,1898974,6336.8008,1898974,1777397.8750,2962719.7500
325,0,0,0,691.3178,47961,24953.3750,1898974,6330.3350,1898974,1777397.8750,2962719.7500
326,0,0,0,685.7982,47961,23736.3848,1898974,6323.0259,1898974,1777397.8750,2962719.7500
327,0,0,0,680.4754,47961,22578.7500,1898974,6314.9321,1898974,1777397.8750,2962719.7500
328,0,0,0,675.3185,47961,21477.5703,1898974,6306.1025,1898974,1777397.8750,2962719.7500
329,0,0,0,670.3029,47961,20430.0977,1898974,6296.5791,1898974,1777397.8750,2962719.7500
330,2227,1,33,713.6149,47961,32136.4609,1899352,6295.2471,1899352,1777397.8750,2962719.7500
331,0,0,0,706.9188,47961,30569.1484,1899352,6292.6606,1899352,1777397.8750,2962719.7500
332,0,0,0,702.2914,47961,29078.2734,1899352,6289.3447,1899352,1777397.8750,2962719.7500
333,0,0,0,695.8951,47961,27660.1113,1899352,6284.9146,1899352,1777397.8750,2962719.7500
334,0,0,0,689.8488,47961,26311.1113,1899352,6279.4771,1899352,1777397.8750,2962719.7500
335,0,0,0,684.0908,47961,25027.9043,1899352,6273.1187,1899352,1777397.8750,2962719.7500
336,0,0,0,678.5721,47961,23807.2793,1899352,6265.9097,1899352,1777397.8750,2962719.7500
337,0,0,0,673.2540,47961,22646.1855,1899352,6257.9097,1899352,1777397.8750,2962719.7500
338,0,0,0,668.1053,47961,21541.7188,1899352,6249.1685,1899352,1777397.8750,2962719.7500
339,0,0,0,663.1014,47961,20491.1172,1899352,6239.7295,1899352,1777397.8750,2962719.7500
340,2200,1,34,705.0698,47961,32031.0938,1899543,6238.1421,1899543,1777397.8750,2962719.7500
341,0,0,0,698.9925,47961,30468.9199,1899543,6235.4434,1899543,1777397.8750,2962719.7500
342,0,0,0,694.3290,47961,28982.9355,1899543,6232.0054,1899543,1777397.8750,2962719.7500
343,0,0,0,687.9081,47961,27569.4219,1899543,6227.4458,1899543,1777397.8750,2962719.7500
344,0,0,0,681.8472,47961,26224.8457,1899543,6221.8750,1899543,1777397.8750,2962719.7500
345,0,0,0,676.0832,47961,24945.8457,1899543,6215.3809,1899543,1777397.8750,2962719.7500
346,0,0,0,670.5656,47961,23729.2227,1899543,6208.0361,1899543,1777397.8750,2962719.7500
347,0,0,0,665.2548,47961,22571.9355,1899543,6199.9009,1899543,1777397.8750,2962719.7500
348,0,0,0,660.1190,47961,21471.0898,1899543,6191.0269,1899543,1777397.8750,2962719.7500
349,0,0,0,655.1326,47961,20423.9336,1899543,6181.4580,1899543,1777397.8750,2962719.7500
350,2229,1,35,695.8701,47961,32125.6758,1899543,6179.6758,1899543,1777397.8750,2962719.7500
351,0,0,0,688.5903,47961,30558.8887,1899543,6176.4966,1899543,1777397.8750,2962719.7500
352,0,0,0,684.0959,47961,29068.5156,1899543,6172.6211,1899543,1777397.8750,2962719.7500
353,0,0,0,677.7941,47961,27650.8281,1899543,6167.6562,1899543,1777397.8750,2962719.7500
354,0,0,0,671.8502,47961,26302.2832,1899543,6161.7095,1899543,1777397.8750,2962719.7500
355,0,0,0,666.2001,47961,25019.5059,1899543,6154.8691,1899543,1777397.8750,2962719.7500
356,0,0,0,660.7931,47961,23799.2910,1899543,6147.2061,1899543,1777397.8750,2962719.7500
357,0,0,0,655.5890,47961,22638.5859,1899543,6138.7793,1899543,1777397.8750,2962719.7500
358,0,0,0,650.5560,47961,21534.4902,1899543,6129.6387,1899543,1777397.8750,2962719.7500
359,0,0,0,645.6688,47961,20484.2402,1899543,6119.8271,1899543,1777397.8750,2962719.7500
360,2203,1,36,685.2328,47961,32039.0430,1899734,6117.6338,1899734,1777397.8750,2962719.7500
361,0,0,0,677.9260,47961,30476.4824,1899734,6114.0396,1899734,1777397.8750,2962719.7500
362,0,0,0,673.5374,47961,28990.1270,1899734,6109.7773,1899734,1777397.8750,2962719.7500
363,0,0,0,667.3654,47961,27576.2617,1899734,6104.4556,1899734,1777397.8750,2962719.7500
364,0,0,0,661.5439,47961,26231.3535,1899734,6098.1816,1899734,1777397.8750,2962719.7500
365,0,0,0,656.0094,47961,24952.0352,1899734,6091.0405,1899734,1777397.8750,2962719.7500
366,0,0,0,650.7122,47961,23735.1113,1899734,6083.1021,1899734,1777397.8750,2962719.7500
367,0,0,0,645.6125,47961,22577.5371,1899734,6074.4233,1899734,1777397.8750,2962719.7500
368,0,0,0,640.6794,47961,21476.4180,1899734,6065.0527,1899734,1777397.8750,2962719.7500
369,0,0,0,635.8877,47961,20429.0020,1899734,6055.0322,1899734,1777397.8750,2962719.7500
370,2208,1,37,676.7298,47961,32013.4668,1899734,6052.7446,1899734,1777397.8750,2962719.7500
371,0,0,0,670.5166,47961,30452.1523,1899734,6049.3105,1899734,1777397.8750,2962719.7500
372,0,0,0,666.0962,47961,28966.9844,1899734,6045.1929,1899734,1777397.8750,2962719.7500
373,0,0,0,659.9375,47961,27554.2500,1899734,6040.0122,1899734,1777397.8750,2962719.7500
374,0,0,0,654.1304,47961,26210.4141,1899734,6033.8745,1899734,1777397.8750,2962719.7500
375,0,0,0,648.6121,47961,24932.1172,1899734,6026.8657,1899734,1777397.8750,2962719.7500
376,0,0,0,643.3329,47961,23716.1641,1899734,6019.0562,1899734,1777397.8750,2962719.7500
377,0,0,0,638.2535,47961,22559.5137,1899734,6010.5039,1899734,1777397.8750,2962719.7500
378,0,0,0,633.3427,47961,21459.2734,1899734,6001.2583,1899734,1777397.8750,2962719.7500
379,0,0,0,628.5756,47961,20412.6934,1899734,5991.3613,1899734,1777397.8750,2962719.7500
380,2229,1,38,669.2708,47961,32119.4258,1899734,5989.2295,1899734,1777397.8750,2962719.7500
381,0,0,0,662.6023,47961,30552.9434,1899734,5985.8345,1899734,1777397.8750,2962719.7500
382,0,0,0,658.2594,47961,29062.8594,1899734,5981.7690,1899734,1777397.8750,2962719.7500
383,0,0,0,652.1625,47961,27645.4473,1899734,5976.6484,1899734,1777397.8750,2962719.7500
384,0,0,0,646.4170,47961,26297.1641,1899734,5970.5796,1899734,1777397.8750,2962719.7500
385,0,0,0,640.9598,47961,25014.6367,1899734,5963.6484,1899734,1777397.8750,2962719.7500
386,0,0,0,635.7410,47961,23794.6602,1899734,5955.9243,1899734,1777397.8750,2962719.7500
387,0,0,0,630.7213,47961,22634.1816,1899734,5947.4653,1899734,1777397.8750,2962719.7500
388,0,0,0,625.8693,47961,21530.2988,1899734,5938.3208,1899734,1777397.8750,2962719.7500
389,0,0,0,621.1601,47961,20480.2559,1899734,5928.5322,1899734,1777397.8750,2962719.7500
390,2198,1,39,661.2510,47961,32009.3320,1899734,5926.3335,1899734,1777397.8750,2962719.7500
391,0,0,0,655.1172,47961,30448.2188,1899734,5922.9956,1899734,1777397.8750,2962719.7500
392,0,0,0,650.7838,47961,28963.2422,1899734,5918.9844,1899734,1777397.8750,2962719.7500
393,0,0,0,644.7555,47961,27550.6895,1899734,5913.9292,1899734,1777397.8750,2962719.7500
394,0,0,0,639.0728,47961,26207.0273,1899734,5907.9336,1899734,1777397.8750,2962719.7500
395,0,0,0,633.6739,47961,24928.8965,1899734,5901.0835,1899734,1777397.8750,2962719.7500
396,0,0,0,628.5101,47961,23713.0996,1899734,5893.4473,1899734,1777397.8750,2962719.7500
397,0,0,0,623.5429,47961,22556.5996,1899734,5885.0825,1899734,1777397.8750,2962719.7500
398,0,0,0,618.7416,47961,21456.5020,1899734,5876.0371,1899734,1777397.8750,2962719.7500
399,0,0,0,614.0817,47961,20410.0566,1899734,5866.3530,1899734,1777397.8750,2962719.7500
400,2210,1,40,653.2217,47961,32009.5469,1899734,5864.1875,1899734,1777397.8750,2962719.7500
401,0,0,0,646.4400,47961,30448.4238,1899734,5860.7207,1899734,1777397.8750,2962719.7500
402,0,0,0,642.2317,47961,28963.4375,1899734,5856.6089,1899734,1777397.8750,2962719.7500
403,0,0,0,636.3143,47961,27550.8750,1899734,5851.4746,1899734,1777397.8750,2962719.7500
404,0,0,0,630.7368,47961,26207.2031,1899734,5845.4219,1899734,1777397.8750,2962719.7500
405,0,0,0,625.4379,47961,24929.0645,1899734,5838.5337,1899734,1777397.8750,2962719.7500
406,0,0,0,620.3693,47961,23713.2598,1899734,5830.8779,1899734,1777397.8750,2962719.7500
407,0,0,0,615.4927,47961,22556.7520,1899734,5822.5103,1899734,1777397.8750,2962719.7500
408,0,0,0,610.7780,47961,21456.6465,1899734,5813.4785,1899734,1777397.8750,2962719.7500
409,0,0,0,606.2008,47961,20410.1934,1899734,5803.8228,1899734,1777397.8750,2962719.7500
410,2208,1,41,645.3935,47961,32000.3770,1899734,5801.6440,1899734,1777397.8750,2962719.7500
411,0,0,0,638.7551,47961,30439.7012,1899734,5798.1963,1899734,1777397.8750,2962719.7500
412,0,0,0,634.6089,47961,28955.1406,1899734,5794.1128,1899734,1777397.8750,2962719.7500
413,0,0,0,628.7415,47961,27542.9824,1899734,5789.0142,1899734,1777397.8750,2962719.7500
414,0,0,0,623.2159,47961,26199.6953,1899734,5783.0059,1899734,1777397.8750,2962719.7500
415,0,0,0,617.9703,47961,24921.9219,1899734,5776.1704,1899734,1777397.8750,2962719.7500
416,0,0,0,612.9556,47961,23706.4668,1899734,5768.5752,1899734,1777397.8750,2962719.7500
417,0,0,0,608.1332,47961,22550.2891,1899734,5760.2764,1899734,1777397.8750,2962719.7500
418,0,0,0,603.4725,47961,21450.5000,1899734,5751.3208,1899734,1777397.8750,2962719.7500
419,0,0,0,598.9491,47961,20404.3477,1899734,5741.7490,1899734,1777397.8750,2962719.7500
420,2205,1,42,638.1063,47961,31976.3047,1899734,5739.6104,1899734,1777397.8750,2962719.7500
421,0,0,0,632.0883,47961,30416.8027,1899734,5736.3428,1899734,1777397.8750,2962719.7500
422,0,0,0,627.9362,47961,28933.3594,1899734,5732.4321,1899734,1777397.8750,2962719.7500
423,0,0,0,622.0977,47961,27522.2637,1899734,5727.5063,1899734,1777397.8750,2962719.7500
424,0,0,0,616.6003,47961,26179.9883,1899734,5721.6694,1899734,1777397.8750,2962719.7500
425,0,0,0,611.3828,47961,24903.1758,1899734,5715.0049,1899734,1777397.8750,2962719.7500
426,0,0,0,606.3965,47961,23688.6348,1899734,5707.5801,1899734,1777397.8750,2962719.7500
427,0,0,0,601.6030,47961,22533.3262,1899734,5699.4517,1899734,1777397.8750,2962719.7500
428,0,0,0,596.9717,47961,21434.3633,1899734,5690.6660,1899734,1777397.8750,2962719.7500
429,0,0,0,592.4786,47961,20388.9980,1899734,5681.2646,1899734,1777397.8750,2962719.7500
430,2220,1,43,632.4053,47961,32048.9453,1899734,5679.3892,1899734,1777397.8750,2962719.7500
431,0,0,0,626.8470,47961,30485.9004,1899734,5676.4844,1899734,1777397.8750,2962719.7500
432,0,0,0,622.6710,47961,28999.0859,1899734,5672.9214,1899734,1777397.8750,2962719.7500
433,0,0,0,616.8166,47961,27584.7852,1899734,5668.3286,1899734,1777397.8750,2962719.7500
434,0,0,0,611.3095,47961,26239.4609,1899734,5662.8130,1899734,1777397.8750,2962719.7500
435,0,0,0,606.0874,47961,24959.7480,1899734,5656.4585,1899734,1777397.8750,2962719.7500
436,0,0,0,601.1012,47961,23742.4473,1899734,5649.3350,1899734,1777397.8750,2962719.7500
437,0,0,0,596.3118,47961,22584.5156,1899734,5641.4995,1899734,1777397.8750,2962719.7500
438,0,0,0,591.6882,47961,21483.0547,1899734,5633.0005,1899734,1777397.8750,2962719.7500
439,0,0,0,587.2057,47961,20435.3145,1899734,5623.8789,1899734,1777397.8750,2962719.7500
440,2209,1,44,625.5480,47961,32025.0840,1899734,5622.1294,1899734,1777397.8750,2962719.7500
441,0,0,0,618.8079,47961,30463.2031,1899734,5619.0669,1899734,1777397.8750,2962719.7500
442,0,0,0,614.7823,47961,28977.4961,1899734,5615.3799,1899734,1777397.8750,2962719.7500
443,0,0,0,609.1074,47961,27564.2480,1899734,5610.7026,1899734,1777397.8750,2962719.7500
444,0,0,0,603.7628,47961,26219.9238,1899734,5605.1362,1899734,1777397.8750,2962719.7500
445,0,0,0,598.6889,47961,24941.1641,1899734,5598.7617,1899734,1777397.8750,2962719.7500
446,0,0,0,593.8381,47961,23724.7695,1899734,5591.6450,1899734,1777397.8750,2962719.7500
447,0,0,0,589.1730,47961,22567.6992,1899734,5583.8403,1899734,1777397.8750,2962719.7500
448,0,0,0,584.6641,47961,21467.0605,1899734,5575.3936,1899734,1777397.8750,2962719.7500
449,0,0,0,580.2879,47961,20420.0996,1899734,5566.3438,1899734,1777397.8750,2962719.7500
450,2236,1,45,620.2237,47961,32166.5508,1899734,5564.7886,1899734,1777397.8750,2962719.7500
451,0,0,0,614.8392,47961,30597.7695,1899734,5562.2324,1899734,1777397.8750,2962719.7500
452,0,0,0,610.7596,47961,29105.5000,1899734,5559.0273,1899734,1777397.8750,2962719.7500
453,0,0,0,605.0110,47961,27686.0098,1899734,5554.8037,1899734,1777397.8750,2962719.7500
454,0,0,0,599.6053,47961,26335.7480,1899734,5549.6665,1899734,1777397.8750,2962719.7500
455,0,0,0,594.4811,47961,25051.3379,1899734,5543.6997,1899734,1777397.8750,2962719.7500
456,0,0,0,589.5895,47961,23829.5703,1899734,5536.9717,1899734,1777397.8750,2962719.7500
457,0,0,0,584.8920,47961,22667.3906,1899734,5529.5391,1899734,1777397.8750,2962719.7500
458,0,0,0,580.3581,47961,21561.8887,1899734,5521.4497,1899734,1777397.8750,2962719.7500
459,0,0,0,575.9632,47961,20510.3027,1899734,5512.7441,1899734,1777397.8750,2962719.7500
460,2243,1,46,615.4576,47961,32292.8555,1899734,5511.4961,1899734,1777397.8750,2962719.7500
461,0,0,0,609.6957,47961,30717.9141,1899734,5509.1494,1899734,1777397.8750,2962719.7500
462,0,0,0,605.6506,47961,29219.7852,1899734,5506.1553,1899734,1777397.8750,2962719.7500
463,0,0,0,599.9365,47961,27794.7207,1899734,5502.1445,1899734,1777397.8750,2962719.7500
464,0,0,0,594.5662,47961,26439.1562,1899734,5497.2222,1899734,1777397.8750,2962719.7500
465,0,0,0,589.4775,47961,25149.7051,1899734,5491.4722,1899734,1777397.8750,2962719.7500
466,0,0,0,584.6215,47961,23923.1387,1899734,5484.9634,1899734,1777397.8750,2962719.7500
467,0,0,0,579.9595,47961,22756.3945,1899734,5477.7520,1899734,1777397.8750,2962719.7500
468,0,0,0,575.4608,47961,21646.5527,1899734,5469.8853,1899734,1777397.8750,2962719.7500
469,0,0,0,571.1008,47961,20590.8379,1899734,5461.4048,1899734,1777397.8750,2962719.7500
470,2223,1,47,609.9061,47961,32255.5820,1899734,5460.2339,1899734,1777397.8750,2962719.7500
471,0,0,0,604.6437,47961,30682.4590,1899734,5458.0771,1899734,1777397.8750,2962719.7500
472,0,0,0,600.5894,47961,29186.0586,1899734,5455.2646,1899734,1777397.8750,2962719.7500
473,0,0,0,594.8760,47961,27762.6387,1899734,5451.4292,1899734,1777397.8750,2962719.7500
474,0,0,0,589.5110,47961,26408.6406,1899734,5446.6763,1899734,1777397.8750,2962719.7500
475,0,0,0,584.4313,47961,25120.6758,1899734,5441.0923,1899734,1777397.8750,2962719.7500
476,0,0,0,579.5875,47961,23895.5273,1899734,5434.7451,1899734,1777397.8750,2962719.7500
477,0,0,0,574.9402,47961,22730.1289,1899734,5427.6934,1899734,1777397.8750,2962719.7500
478,0,0,0,570.4584,47961,21621.5684,1899734,5419.9844,1899734,1777397.8750,2962719.7500
479,0,0,0,566.1172,47961,20567.0723,1899734,5411.6602,1899734,1777397.8750,2962719.7500
480,2231,1,48,605.2319,47961,32275.1250,1899734,5410.6968,1899734,1777397.8750,2962719.7500
481,0,0,0,599.7956,47961,30701.0488,1899734,5408.7041,1899734,1777397.8750,2962719.7500
482,0,0,0,595.7807,47961,29203.7422,1899734,5406.0586,1899734,1777397.8750,2962719.7500
483,0,0,0,590.1364,47961,27779.4609,1899734,5402.4009,1899734,1777397.8750,2962719.7500
484,0,0,0,584.8328,47961,26424.6406,1899734,5397.8340,1899734,1777397.8750,2962719.7500
485,0,0,0,579.8088,47961,25135.8965,1899734,5392.4429,1899734,1777397.8750,2962719.7500
486,0,0,0,575.0161,47961,23910.0059,1899734,5386.2944,1899734,1777397.8750,2962719.7500
487,0,0,0,570.4161,47961,22743.9004,1899734,5379.4453,1899734,1777397.8750,2962719.7500
488,0,0,0,565.9788,47961,21634.6680,1899734,5371.9429,1899734,1777397.8750,2962719.7500
489,0,0,0,561.6796,47961,20579.5332,1899734,5363.8286,1899734,1777397.8750,2962719.7500
490,2203,1,49,600.7263,47961,32133.1094,1899734,5362.9971,1899734,1777397.8750,2962719.7500
491,0,0,0,595.6538,47961,30565.9590,1899734,5361.2148,1899734,1777397.8750,2962719.7500
492,0,0,0,591.6329,47961,29075.2402,1899734,5358.7739,1899734,1777397.8750,2962719.7500
493,0,0,0,586.0054,47961,27657.2246,1899734,5355.3184,1899734,1777397.8750,2962719.7500
494,0,0,0,580.7185,47961,26308.3672,1899734,5350.9526,1899734,1777397.8750,2962719.7500
495,0,0,0,575.7112,47961,25025.2930,1899734,5345.7607,1899734,1777397.8750,2962719.7500
496,0,0,0,570.9354,47961,23804.7969,1899734,5339.8096,1899734,1777397.8750,2962719.7500
497,0,0,0,566.3531,47961,22643.8242,1899734,5333.1567,1899734,1777397.8750,2962719.7500
498,0,0,0,561.9339,47961,21539.4727,1899734,5325.8496,1899734,1777397.8750,2962719.7500
499,0,0,0,557.6533,47961,20488.9805,1899734,5317.9292,1899734,1777397.8750,2962719.7500
