step,spikes,is_inject_step,byte,nmda_sum,nmda_nz,xpre_sum,xpre_nz,ca_sum,ca_nz,weight_sum,weight_abs_sum
273,119,0,0,834.8953,47961,32987.4883,1899734,9321.6201,1899734,6917943.0000,11530417.0000
274,157,0,0,828.5175,47961,32274.1113,1899734,9304.5078,1899734,6917943.0000,11530417.0000
275,593,1,55,841.7972,47961,34075.3828,1899734,9291.7979,1899734,6917943.0000,11530417.0000
276,366,0,0,838.6863,47961,34499.3477,1899734,9278.9150,1899734,6917943.0000,11530417.0000
277,193,0,0,830.0976,47961,33916.0586,1899734,9263.8193,1899734,6917943.0000,11530417.0000
278,98,0,0,828.5278,47961,32820.1328,1899734,9248.9941,1899734,6917943.0000,11530417.0000
279,188,0,0,820.7686,47961,32290.0859,1899734,9231.6953,1899734,6917943.0000,11530417.0000
280,565,1,56,834.7802,47961,33929.4219,1899734,9219.1973,1899734,6917943.0000,11530417.0000
281,396,0,0,831.0001,47961,34529.9141,1899734,9205.8730,1899734,6917943.0000,11530417.0000
282,186,0,0,822.9907,47961,33905.6211,1899734,9190.6641,1899734,6917943.0000,11530417.0000
283,95,0,0,821.2473,47961,32793.4062,1899734,9175.8320,1899734,6917943.0000,11530417.0000
284,168,0,0,814.4146,47961,32150.6934,1899734,9158.8457,1899734,6917943.0000,11530417.0000
285,575,1,57,828.1101,47961,33855.9570,1899734,9146.4111,1899734,6917943.0000,11530417.0000
286,366,0,0,825.7582,47961,34293.3242,1899734,9133.6729,1899734,6917943.0000,11530417.0000
287,172,0,0,817.9897,47961,33600.1094,1899734,9119.2725,1899734,6917943.0000,11530417.0000
288,109,0,0,816.1049,47961,32581.3926,1899734,9105.1279,1899734,6917943.0000,11530417.0000
289,177,0,0,808.8911,47961,32001.3418,1899734,9088.4346,1899734,6917943.0000,11530417.0000
290,576,1,58,821.4200,47961,33720.3086,1899734,9076.0537,1899734,6917943.0000,11530417.0000
291,348,0,0,817.9808,47961,34057.1016,1899734,9063.4023,1899734,6917943.0000,11530417.0000
292,188,0,0,809.2222,47961,33469.3672,1899734,9048.7012,1899734,6917943.0000,11530417.0000
293,110,0,0,807.3365,47961,32465.2480,1899734,9034.1445,1899734,6917943.0000,11530417.0000
294,198,0,0,799.2614,47961,32008.5801,1899734,9016.9121,1899734,6917943.0000,11530417.0000
295,572,1,59,812.1555,47961,33709.8828,1899734,9003.9756,1899734,6917943.0000,11530417.0000
296,405,0,0,808.4745,47961,34372.1758,1899734,8990.0137,1899734,6917943.0000,11530417.0000
297,161,0,0,800.5726,47961,33613.4648,1899734,8974.7148,1899734,6917943.0000,11530417.0000
298,108,0,0,798.3626,47961,32588.7578,1899734,8959.6299,1899734,6917943.0000,11530417.0000
299,190,0,0,791.0920,47961,32084.3359,1899734,8942.0254,1899734,6917943.0000,11530417.0000
300,577,1,60,804.1631,47961,33806.6641,1899734,8928.7852,1899734,6917943.0000,11530417.0000
301,386,0,0,801.3490,47961,34355.5469,1899734,8914.9385,1899734,6917943.0000,11530417.0000
302,165,0,0,793.6520,47961,33619.6367,1899734,8899.6855,1899734,6917943.0000,11530417.0000
303,86,0,0,792.4176,47961,32469.9492,1899734,8885.0498,1899734,6917943.0000,11530417.0000
304,163,0,0,785.8593,47961,31814.2422,1899734,8868.4541,1899734,6917943.0000,11530417.0000
305,566,1,61,800.0730,47961,33487.5234,1899734,8856.8447,1899734,6917943.0000,11530417.0000
306,394,0,0,797.0024,47961,34102.2188,1899734,8844.6924,1899734,6917943.0000,11530417.0000
307,173,0,0,788.7852,47961,33425.1328,1899734,8830.9990,1899734,6917943.0000,11530417.0000
308,112,0,0,786.1003,47961,32432.0527,1899734,8816.9326,1899734,6917943.0000,11530417.0000
309,175,0,0,779.7747,47961,31847.2539,1899734,8800.4355,1899734,6917943.0000,11530417.0000
310,574,1,62,793.3132,47961,33562.9961,1899734,8788.4941,1899734,6917943.0000,11530417.0000
311,399,0,0,790.8082,47961,34199.6602,1899734,8775.7900,1899734,6917943.0000,11530417.0000
312,165,0,0,783.0121,47961,33471.9844,1899734,8761.5098,1899734,6917943.0000,11530417.0000
313,104,0,0,780.9327,47961,32432.7266,1899734,8747.3711,1899734,6917943.0000,11530417.0000
314,169,0,0,773.8113,47961,31813.9648,1899734,8730.8301,1899734,6917943.0000,11530417.0000
315,567,1,63,787.0231,47961,33497.2812,1899734,8719.1787,1899734,6917943.0000,11530417.0000
316,390,0,0,784.0544,47961,34084.9180,1899734,8707.0283,1899734,6917943.0000,11530417.0000
317,203,0,0,776.0155,47961,33579.1094,1899734,8692.8262,1899734,6917943.0000,11530417.0000
318,99,0,0,774.0284,47961,32505.7383,1899734,8678.8174,1899734,6917943.0000,11530417.0000
319,168,0,0,767.3685,47961,31879.2148,1899734,8662.7256,1899734,6917943.0000,11530417.0000
320,555,1,64,781.1396,47961,33487.2266,1899734,8651.2021,1899734,6917943.0000,11530417.0000
321,376,0,0,778.8870,47961,33994.9297,1899734,8639.4238,1899734,6917943.0000,11530417.0000
322,187,0,0,771.2005,47961,33403.0273,1899734,8625.7676,1899734,6917943.0000,11530417.0000
323,98,0,0,769.0015,47961,32332.7520,1899734,8612.1680,1899734,6917943.0000,11530417.0000
324,180,0,0,761.9068,47961,31781.2969,1899734,8596.1455,1899734,6917943.0000,11530417.0000
325,555,1,65,775.0611,47961,33395.5859,1899734,8584.8037,1899734,6917943.0000,11530417.0000
326,383,0,0,772.3010,47961,33947.6250,1899734,8572.8457,1899734,6917943.0000,11530417.0000
327,187,0,0,764.5238,47961,33357.1914,1899734,8558.9775,1899734,6917943.0000,11530417.0000
328,101,0,0,762.4097,47961,32303.9727,1899734,8545.1289,1899734,6917943.0000,11530417.0000
329,172,0,0,755.9542,47961,31708.0195,1899734,8529.1260,1899734,6917943.0000,11530417.0000
330,557,1,66,769.9236,47961,33337.4609,1899734,8517.8242,1899734,6917943.0000,11530417.0000
331,363,0,0,768.2459,47961,33780.4062,1899734,8506.7725,1899734,6917943.0000,11530417.0000
332,216,0,0,760.2453,47961,33367.7461,1899734,8493.4590,1899734,6917943.0000,11530417.0000
333,117,0,0,757.7398,47961,32407.4629,1899734,8479.8887,1899734,6917943.0000,11530417.0000
334,168,0,0,751.0436,47961,31786.6934,1899734,8463.9932,1899734,6917943.0000,11530417.0000
335,551,1,67,765.0088,47961,33373.8984,1899734,8452.8750,1899734,6917943.0000,11530417.0000
336,379,0,0,763.2620,47961,33906.1758,1899734,8441.5820,1899734,6917943.0000,11530417.0000
337,168,0,0,755.9070,47961,33211.0820,1899734,8428.7520,1899734,6917943.0000,11530417.0000
338,103,0,0,753.8649,47961,32178.3398,1899734,8415.9795,1899734,6917943.0000,11530417.0000
339,165,0,0,747.4828,47961,31549.7559,1899734,8401.0469,1899734,6917943.0000,11530417.0000
340,587,1,68,759.9792,47961,33355.9062,1899734,8390.3975,1899734,6917943.0000,11530417.0000
341,365,0,0,757.5330,47961,33810.0703,1899734,8379.4883,1899734,6917943.0000,11530417.0000
342,197,0,0,749.2203,47961,33284.2734,1899734,8366.3945,1899734,6917943.0000,11530417.0000
343,122,0,0,746.9811,47961,32356.2930,1899734,8353.1162,1899734,6917943.0000,11530417.0000
344,178,0,0,740.0148,47961,31794.5684,1899734,8337.5312,1899734,6917943.0000,11530417.0000
345,529,1,69,753.2017,47961,33259.7695,1899734,8326.9756,1899734,6917943.0000,11530417.0000
346,374,0,0,750.9682,47961,33768.8125,1899734,8316.0303,1899734,6917943.0000,11530417.0000
347,185,0,0,743.5408,47961,33174.3789,1899734,8303.3105,1899734,6917943.0000,11530417.0000
348,101,0,0,741.6838,47961,32130.7656,1899734,8290.7363,1899734,6917943.0000,11530417.0000
349,173,0,0,734.5457,47961,31550.0117,1899734,8275.9004,1899734,6917943.0000,11530417.0000
350,558,1,70,747.5571,47961,33193.4297,1899734,8265.5830,1899734,6917943.0000,11530417.0000
351,383,0,0,745.6525,47961,33756.8594,1899734,8254.6572,1899734,6917943.0000,11530417.0000
352,167,0,0,739.0099,47961,33061.8789,1899734,8242.4189,1899734,6917943.0000,11530417.0000
353,112,0,0,737.1133,47961,32088.7617,1899734,8230.0879,1899734,6917943.0000,11530417.0000
354,163,0,0,730.8810,47961,31453.4160,1899734,8215.7139,1899734,6917943.0000,11530417.0000
355,543,1,71,744.2863,47961,33016.0742,1899734,8205.7520,1899734,6917943.0000,11530417.0000
356,379,0,0,742.7157,47961,33565.3516,1899734,8195.4023,1899734,6917943.0000,11530417.0000
357,178,0,0,735.2802,47961,32944.7227,1899734,8183.4092,1899734,6917943.0000,11530417.0000
358,101,0,0,733.0181,47961,31912.9102,1899734,8171.4868,1899734,6917943.0000,11530417.0000
359,187,0,0,726.0085,47961,31425.1309,1899734,8156.8999,1899734,6917943.0000,11530417.0000
360,564,1,72,739.5939,47961,33105.0000,1899734,8146.7119,1899734,6917943.0000,11530417.0000
361,392,0,0,737.5797,47961,33727.1602,1899734,8136.1909,1899734,6917943.0000,11530417.0000
362,198,0,0,729.9152,47961,33212.7266,1899734,8123.8364,1899734,6917943.0000,11530417.0000
363,114,0,0,727.5266,47961,32241.9746,1899734,8111.4082,1899734,6917943.0000,11530417.0000
364,165,0,0,721.1091,47961,31608.8770,1899734,8096.9199,1899734,6917943.0000,11530417.0000
365,544,1,73,734.9355,47961,33166.9258,1899734,8087.3306,1899734,6917943.0000,11530417.0000
366,401,0,0,732.5098,47961,33833.9141,1899734,8077.0205,1899734,6917943.0000,11530417.0000
367,168,0,0,725.5931,47961,33141.8047,1899734,8065.2876,1899734,6917943.0000,11530417.0000
368,108,0,0,723.7471,47961,32140.1934,1899734,8053.6035,1899734,6917943.0000,11530417.0000
369,181,0,0,717.1641,47961,31604.6680,1899734,8039.6523,1899734,6917943.0000,11530417.0000
370,555,1,74,730.2839,47961,33226.7891,1899734,8030.1807,1899734,6917943.0000,11530417.0000
371,388,0,0,728.2035,47961,33816.4336,1899734,8020.3193,1899734,6917943.0000,11530417.0000
372,187,0,0,720.9713,47961,33235.5469,1899734,8008.7251,1899734,6917943.0000,11530417.0000
373,112,0,0,719.1559,47961,32252.8203,1899734,7997.0381,1899734,6917943.0000,11530417.0000
374,162,0,0,713.1401,47961,31601.9434,1899734,7983.3770,1899734,6917943.0000,11530417.0000
375,592,1,75,725.1335,47961,33431.8594,1899734,7973.8135,1899734,6917943.0000,11530417.0000
376,362,0,0,722.7750,47961,33866.0586,1899734,7964.2192,1899734,6917943.0000,11530417.0000
377,208,0,0,714.8704,47961,33398.6133,1899734,7952.3486,1899734,6917943.0000,11530417.0000
378,106,0,0,713.2216,47961,32374.6035,1899734,7940.4966,1899734,6917943.0000,11530417.0000
379,160,0,0,706.9414,47961,31706.3867,1899734,7926.7964,1899734,6917943.0000,11530417.0000
380,553,1,76,720.4331,47961,33310.5273,1899734,7917.4346,1899734,6917943.0000,11530417.0000
381,348,0,0,719.4250,47961,33669.2539,1899734,7908.3521,1899734,6917943.0000,11530417.0000
382,185,0,0,712.5183,47961,33083.8477,1899734,7897.6948,1899734,6917943.0000,11530417.0000
383,106,0,0,710.6921,47961,32074.5312,1899734,7887.1270,1899734,6917943.0000,11530417.0000
384,154,0,0,704.4498,47961,31386.8086,1899734,7874.5229,1899734,6917943.0000,11530417.0000
385,546,1,77,717.5479,47961,32966.0977,1899734,7866.3740,1899734,6917943.0000,11530417.0000
386,399,0,0,715.5728,47961,33631.3320,1899734,7857.5854,1899734,6917943.0000,11530417.0000
387,180,0,0,708.6249,47961,33016.4531,1899734,7847.0518,1899734,6917943.0000,11530417.0000
388,99,0,0,706.8123,47961,31971.2129,1899734,7836.4189,1899734,6917943.0000,11530417.0000
389,175,0,0,700.8138,47961,31408.0801,1899734,7823.6104,1899734,6917943.0000,11530417.0000
390,549,1,78,713.9645,47961,33008.9492,1899734,7815.3232,1899734,6917943.0000,11530417.0000
391,397,0,0,712.6126,47961,33662.3164,1899734,7806.5483,1899734,6917943.0000,11530417.0000
392,186,0,0,706.0068,47961,33077.6641,1899734,7796.0801,1899734,6917943.0000,11530417.0000
393,86,0,0,704.3485,47961,31955.2500,1899734,7785.8550,1899734,6917943.0000,11530417.0000
394,165,0,0,697.9422,47961,31337.6348,1899734,7773.4839,1899734,6917943.0000,11530417.0000
395,562,1,79,711.5975,47961,33014.8125,1899734,7765.6416,1899734,6917943.0000,11530417.0000
396,396,0,0,709.6793,47961,33664.4414,1899734,7757.2310,1899734,6917943.0000,11530417.0000
397,180,0,0,702.9917,47961,33047.3164,1899734,7747.1538,1899734,6917943.0000,11530417.0000
398,110,0,0,700.7137,47961,32061.4414,1899734,7736.8677,1899734,6917943.0000,11530417.0000
399,167,0,0,694.5051,47961,31449.2070,1899734,7724.5293,1899734,6917943.0000,11530417.0000
400,548,1,80,708.1378,47961,33041.3516,1899734,7716.8291,1899734,6917943.0000,11530417.0000
401,381,0,0,706.7375,47961,33601.9375,1899734,7708.9819,1899734,6917943.0000,11530417.0000
402,197,0,0,699.9550,47961,33084.2812,1899734,7699.2930,1899734,6917943.0000,11530417.0000
403,89,0,0,698.4143,47961,31977.8047,1899734,7689.7622,1899734,6917943.0000,11530417.0000
404,150,0,0,692.7075,47961,31272.7188,1899734,7678.4229,1899734,6917943.0000,11530417.0000
405,582,1,81,704.9677,47961,33066.1914,1899734,7670.7759,1899734,6917943.0000,11530417.0000
406,375,0,0,702.9761,47961,33589.4141,1899734,7662.6221,1899734,6917943.0000,11530417.0000
407,162,0,0,696.0808,47961,32874.5195,1899734,7652.8994,1899734,6917943.0000,11530417.0000
408,99,0,0,694.3389,47961,31835.2734,1899734,7643.2622,1899734,6917943.0000,11530417.0000
409,166,0,0,688.1859,47961,31230.1387,1899734,7631.5376,1899734,6917943.0000,11530417.0000
410,534,1,82,701.6993,47961,32750.4980,1899734,7624.5586,1899734,6917943.0000,11530417.0000
411,379,0,0,699.9207,47961,33310.4492,1899734,7617.5728,1899734,6917943.0000,11530417.0000
412,196,0,0,692.3613,47961,32802.6289,1899734,7608.6665,1899734,6917943.0000,11530417.0000
413,106,0,0,689.7490,47961,31808.2266,1899734,7599.5454,1899734,6917943.0000,11530417.0000
414,178,0,0,683.3329,47961,31269.8125,1899734,7587.9609,1899734,6917943.0000,11530417.0000
415,575,1,83,696.3214,47961,33023.5859,1899734,7580.3569,1899734,6917943.0000,11530417.0000
416,379,0,0,694.4292,47961,33573.8164,1899734,7572.4619,1899734,6917943.0000,11530417.0000
417,177,0,0,687.3376,47961,32946.5352,1899734,7562.9956,1899734,6917943.0000,11530417.0000
418,108,0,0,685.3248,47961,31956.2734,1899734,7553.3843,1899734,6917943.0000,11530417.0000
419,161,0,0,679.6392,47961,31315.1797,1899734,7541.9492,1899734,6917943.0000,11530417.0000
420,574,1,84,692.7659,47961,33062.2422,1899734,7534.6621,1899734,6917943.0000,11530417.0000
421,386,0,0,691.2571,47961,33650.6680,1899734,7527.0044,1899734,6917943.0000,11530417.0000
422,185,0,0,684.7667,47961,33065.1445,1899734,7517.7163,1899734,6917943.0000,11530417.0000
423,113,0,0,683.1662,47961,32096.7598,1899734,7508.2598,1899734,6917943.0000,11530417.0000
424,174,0,0,676.9511,47961,31524.5645,1899734,7496.7480,1899734,6917943.0000,11530417.0000
425,533,1,85,689.7794,47961,33023.1836,1899734,7489.7437,1899734,6917943.0000,11530417.0000
426,375,0,0,688.4037,47961,33550.0352,1899734,7482.5337,1899734,6917943.0000,11530417.0000
427,197,0,0,681.6154,47961,33037.1914,1899734,7473.6289,1899734,6917943.0000,11530417.0000
428,95,0,0,679.2445,47961,31968.8301,1899734,7464.6797,1899734,6917943.0000,11530417.0000
429,169,0,0,672.9834,47961,31372.1816,1899734,7453.5874,1899734,6917943.0000,11530417.0000
430,576,1,86,685.5726,47961,33122.3125,1899734,7446.2603,1899734,6917943.0000,11530417.0000
431,354,0,0,684.5209,47961,33523.6992,1899734,7439.0381,1899734,6917943.0000,11530417.0000
432,195,0,0,677.8140,47961,32999.8711,1899734,7430.1870,1899734,6917943.0000,11530417.0000
433,114,0,0,676.0175,47961,32040.5801,1899734,7421.2559,1899734,6917943.0000,11530417.0000
434,167,0,0,670.2417,47961,31430.6523,1899734,7410.4341,1899734,6917943.0000,11530417.0000
435,535,1,87,683.6780,47961,32944.7734,1899734,7403.6763,1899734,6917943.0000,11530417.0000
436,354,0,0,684.2986,47961,33354.7266,1899734,7397.4795,1899734,6917943.0000,11530417.0000
437,171,0,0,678.7601,47961,32704.5898,1899734,7390.2710,1899734,6917943.0000,11530417.0000
438,124,0,0,676.9355,47961,31816.6387,1899734,7382.6396,1899734,6917943.0000,11530417.0000
439,146,0,0,671.0522,47961,31097.2441,1899734,7373.0762,1899734,6917943.0000,11530417.0000
440,545,1,88,684.0292,47961,32685.7344,1899734,7367.8076,1899734,6917943.0000,11530417.0000
441,403,0,0,682.3238,47961,33387.6836,1899734,7361.7354,1899734,6917943.0000,11530417.0000
442,164,0,0,675.4300,47961,32694.6270,1899734,7353.9917,1899734,6917943.0000,11530417.0000
443,106,0,0,672.8349,47961,31704.7129,1899734,7345.7466,1899734,6917943.0000,11530417.0000
444,146,0,0,666.9984,47961,30991.3164,1899734,7335.6055,1899734,6917943.0000,11530417.0000
445,547,1,89,680.0825,47961,32595.2637,1899734,7329.8247,1899734,6917943.0000,11530417.0000
446,404,0,0,678.7794,47961,33311.2227,1899734,7323.5562,1899734,6917943.0000,11530417.0000
447,182,0,0,672.2545,47961,32722.6973,1899734,7315.6943,1899734,6917943.0000,11530417.0000
448,114,0,0,670.4875,47961,31775.2734,1899734,7307.6816,1899734,6917943.0000,11530417.0000
449,169,0,0,664.5057,47961,31189.6250,1899734,7297.6382,1899734,6917943.0000,11530417.0000
450,551,1,90,677.9545,47961,32810.9023,1899734,7292.0054,1899734,6917943.0000,11530417.0000
451,408,0,0,676.3264,47961,33533.3242,1899734,7286.0464,1899734,6917943.0000,11530417.0000
452,212,0,0,669.8437,47961,33106.6445,1899734,7278.1011,1899734,6917943.0000,11530417.0000
453,94,0,0,668.2352,47961,32028.2070,1899734,7270.1836,1899734,6917943.0000,11530417.0000
454,151,0,0,663.0236,47961,31325.1934,1899734,7260.4312,1899734,6917943.0000,11530417.0000
455,559,1,91,676.1242,47961,32985.7891,1899734,7254.9844,1899734,6917943.0000,11530417.0000
456,384,0,0,675.4410,47961,33567.8320,1899734,7249.4185,1899734,6917943.0000,11530417.0000
457,201,0,0,669.4683,47961,33075.1211,1899734,7242.2036,1899734,6917943.0000,11530417.0000
458,86,0,0,667.7668,47961,31951.5391,1899734,7235.1133,1899734,6917943.0000,11530417.0000
459,160,0,0,662.1568,47961,31305.7539,1899734,7226.0068,1899734,6917943.0000,11530417.0000
460,566,1,92,675.0831,47961,33005.3047,1899734,7220.8491,1899734,6917943.0000,11530417.0000
461,363,0,0,673.6360,47961,33465.7383,1899734,7215.6382,1899734,6917943.0000,11530417.0000
462,191,0,0,667.1434,47961,32921.2773,1899734,7208.5513,1899734,6917943.0000,11530417.0000
463,110,0,0,665.6101,47961,31941.6387,1899734,7201.4502,1899734,6917943.0000,11530417.0000
464,171,0,0,659.3191,47961,31359.6367,1899734,7192.1523,1899734,6917943.0000,11530417.0000
465,566,1,93,671.8235,47961,33055.2383,1899734,7186.6558,1899734,6917943.0000,11530417.0000
466,364,0,0,670.2616,47961,33516.1484,1899734,7181.0928,1899734,6917943.0000,11530417.0000
467,219,0,0,663.5401,47961,33129.0352,1899734,7173.4136,1899734,6917943.0000,11530417.0000
468,89,0,0,662.0375,47961,32021.0059,1899734,7165.9766,1899734,6917943.0000,11530417.0000
469,167,0,0,656.4767,47961,31412.0332,1899734,7156.5869,1899734,6917943.0000,11530417.0000
470,529,1,94,669.1668,47961,32896.8828,1899734,7151.4453,1899734,6917943.0000,11530417.0000
471,352,0,0,668.8175,47961,33299.0039,1899734,7146.6948,1899734,6917943.0000,11530417.0000
472,194,0,0,662.3378,47961,32780.8516,1899734,7140.3477,1899734,6917943.0000,11530417.0000
473,104,0,0,660.3790,47961,31774.8516,1899734,7133.8657,1899734,6917943.0000,11530417.0000
474,167,0,0,654.3957,47961,31176.1445,1899734,7125.3223,1899734,6917943.0000,11530417.0000
475,549,1,95,667.0239,47961,32784.0664,1899734,7121.0029,1899734,6917943.0000,11530417.0000
476,396,0,0,665.5266,47961,33440.6289,1899734,7116.1655,1899734,6917943.0000,11530417.0000
477,202,0,0,658.9382,47961,32961.3242,1899734,7109.3940,1899734,6917943.0000,11530417.0000
478,104,0,0,657.2445,47961,31945.9199,1899734,7102.4951,1899734,6917943.0000,11530417.0000
479,169,0,0,651.1004,47961,31350.5703,1899734,7093.4966,1899734,6917943.0000,11530417.0000
480,549,1,96,664.6071,47961,32950.4961,1899734,7088.6455,1899734,6917943.0000,11530417.0000
481,369,0,0,664.2198,47961,33446.7812,1899734,7083.9409,1899734,6917943.0000,11530417.0000
482,187,0,0,658.3062,47961,32882.1250,1899734,7077.8145,1899734,6917943.0000,11530417.0000
483,100,0,0,656.5663,47961,31847.3359,1899734,7071.6792,1899734,6917943.0000,11530417.0000
484,163,0,0,650.6818,47961,31224.7539,1899734,7063.4629,1899734,6917943.0000,11530417.0000
485,541,1,97,663.6843,47961,32785.9648,1899734,7059.2681,1899734,6917943.0000,11530417.0000
486,372,0,0,663.3365,47961,33304.5273,1899734,7054.9790,1899734,6917943.0000,11530417.0000
487,184,0,0,656.9150,47961,32726.8262,1899734,7049.0610,1899734,6917943.0000,11530417.0000
488,100,0,0,655.4033,47961,31700.5410,1899734,7043.1445,1899734,6917943.0000,11530417.0000
489,173,0,0,649.6450,47961,31140.7070,1899734,7035.1621,1899734,6917943.0000,11530417.0000
490,572,1,98,662.3027,47961,32877.4375,1899734,7030.8418,1899734,6917943.0000,11530417.0000
491,361,0,0,662.0044,47961,33330.1875,1899734,7026.5845,1899734,6917943.0000,11530417.0000
492,177,0,0,656.1992,47961,32712.6855,1899734,7020.8774,1899734,6917943.0000,11530417.0000
493,104,0,0,655.2419,47961,31709.9805,1899734,7015.2559,1899734,6917943.0000,11530417.0000
494,165,0,0,649.5894,47961,31103.7578,1899734,7007.6582,1899734,6917943.0000,11530417.0000
495,563,1,99,661.7499,47961,32795.0391,1899734,7003.9478,1899734,6917943.0000,11530417.0000
496,378,0,0,660.1936,47961,33349.6094,1899734,6999.7822,1899734,6917943.0000,11530417.0000
497,176,0,0,653.7949,47961,32726.3887,1899734,6994.0366,1899734,6917943.0000,11530417.0000
498,128,0,0,651.8251,47961,31859.2461,1899734,6987.8198,1899734,6917943.0000,11530417.0000
499,172,0,0,646.0638,47961,31284.2617,1899734,6979.5195,1899734,6917943.0000,11530417.0000
500,517,1,100,658.8347,47961,32705.2617,1899734,6975.7646,1899734,6917943.0000,11530417.0000
501,393,0,0,657.6082,47961,33352.1367,1899734,6971.6636,1899734,6917943.0000,11530417.0000
502,187,0,0,651.4846,47961,32790.5664,1899734,6966.0190,1899734,6917943.0000,11530417.0000
503,107,0,0,649.4142,47961,31802.8125,1899734,6960.1880,1899734,6917943.0000,11530417.0000
504,165,0,0,643.6176,47961,31193.2012,1899734,6952.3569,1899734,6917943.0000,11530417.0000
505,556,1,101,657.0573,47961,32841.3906,1899734,6948.6426,1899734,6917943.0000,11530417.0000
506,379,0,0,656.2328,47961,33404.8281,1899734,6944.6143,1899734,6917943.0000,11530417.0000
507,177,0,0,650.6586,47961,32782.9961,1899734,6939.0503,1899734,6917943.0000,11530417.0000
508,108,0,0,649.2717,47961,31796.9922,1899734,6933.3770,1899734,6917943.0000,11530417.0000
509,145,0,0,644.0251,47961,31071.5059,1899734,6925.9712,1899734,6917943.0000,11530417.0000
510,520,1,102,657.4203,47961,32522.2324,1899734,6922.7822,1899734,6917943.0000,11530417.0000
511,377,0,0,657.1146,47961,33086.5664,1899734,6919.5557,1899734,6917943.0000,11530417.0000
512,209,0,0,651.0788,47961,32662.2051,1899734,6914.4395,1899734,6917943.0000,11530417.0000
513,86,0,0,648.9836,47961,31559.8711,1899734,6909.2212,1899734,6917943.0000,11530417.0000
514,159,0,0,643.0827,47961,30928.1797,1899734,6901.9644,1899734,6917943.0000,11530417.0000
515,529,1,103,656.1979,47961,32431.7051,1899734,6898.9287,1899734,6917943.0000,11530417.0000
516,384,0,0,655.0737,47961,33036.6641,1899734,6895.6904,1899734,6917943.0000,11530417.0000
517,201,0,0,648.2587,47961,32571.0273,1899734,6890.4800,1899734,6917943.0000,11530417.0000
518,96,0,0,645.7345,47961,31530.4102,1899734,6884.9863,1899734,6917943.0000,11530417.0000
519,146,0,0,639.8514,47961,30825.5137,1899734,6877.6294,1899734,6917943.0000,11530417.0000
520,567,1,104,652.7664,47961,32549.1172,1899734,6874.2900,1899734,6917943.0000,11530417.0000
521,387,0,0,651.5180,47961,33166.4688,1899734,6870.6855,1899734,6917943.0000,11530417.0000
522,181,0,0,645.2550,47961,32580.5020,1899734,6865.6099,1899734,6917943.0000,11530417.0000
523,106,0,0,643.0424,47961,31594.7129,1899734,6860.1821,1899734,6917943.0000,11530417.0000
524,157,0,0,637.6560,47961,30947.3711,1899734,6852.8950,1899734,6917943.0000,11530417.0000
525,591,1,105,649.7867,47961,32805.7617,1899734,6849.1729,1899734,6917943.0000,11530417.0000
526,373,0,0,648.8688,47961,33328.3047,1899734,6845.2207,1899734,6917943.0000,11530417.0000
527,171,0,0,642.6584,47961,32675.0469,1899734,6839.7188,1899734,6917943.0000,11530417.0000
528,96,0,0,641.3217,47961,31628.3672,1899734,6834.3101,1899734,6917943.0000,11530417.0000
529,199,0,0,635.3334,47961,31221.7539,1899734,6826.5894,1899734,6917943.0000,11530417.0000
530,524,1,106,648.1921,47961,32685.0723,1899734,6823.4531,1899734,6917943.0000,11530417.0000
531,433,0,0,646.3209,47961,33556.7344,1899734,6819.1768,1899734,6917943.0000,11530417.0000
532,161,0,0,640.4981,47961,32837.7031,1899734,6813.6509,1899734,6917943.0000,11530417.0000
533,101,0,0,638.3075,47961,31811.4707,1899734,6807.8877,1899734,6917943.0000,11530417.0000
534,151,0,0,633.3096,47961,31121.7266,1899734,6800.4756,1899734,6917943.0000,11530417.0000
535,576,1,107,645.3571,47961,32888.8125,1899734,6796.6206,1899734,6917943.0000,11530417.0000
536,363,0,0,644.4153,47961,33351.7773,1899734,6792.5811,1899734,6917943.0000,11530417.0000
537,170,0,0,638.5305,47961,32694.3438,1899734,6787.2334,1899734,6917943.0000,11530417.0000
538,110,0,0,637.3350,47961,31727.9316,1899734,6781.8711,1899734,6917943.0000,11530417.0000
539,169,0,0,631.9372,47961,31144.2930,1899734,6774.7026,1899734,6917943.0000,11530417.0000
540,557,1,108,644.1497,47961,32796.8477,1899734,6771.4531,1899734,6917943.0000,11530417.0000
541,397,0,0,642.8191,47961,33460.2891,1899734,6767.6226,1899734,6917943.0000,11530417.0000
542,166,0,0,636.5522,47961,32776.3242,1899734,6762.3735,1899734,6917943.0000,11530417.0000
543,99,0,0,634.7363,47961,31741.8926,1899734,6757.1050,1899734,6917943.0000,11530417.0000
544,163,0,0,629.4191,47961,31121.1836,1899734,6749.9526,1899734,6917943.0000,11530417.0000
545,532,1,109,642.7416,47961,32631.9160,1899734,6747.2910,1899734,6917943.0000,11530417.0000
546,401,0,0,641.6251,47961,33326.2891,1899734,6744.3354,1899734,6917943.0000,11530417.0000
547,180,0,0,635.4008,47961,32728.5391,1899734,6739.9185,1899734,6917943.0000,11530417.0000
548,105,0,0,633.4044,47961,31730.2207,1899734,6735.1597,1899734,6917943.0000,11530417.0000
549,158,0,0,628.0236,47961,31081.8496,1899734,6728.6235,1899734,6917943.0000,11530417.0000
550,563,1,110,639.8837,47961,32775.5820,1899734,6725.8633,1899734,6917943.0000,11530417.0000
