step,spikes,is_inject_step,byte,nmda_sum,nmda_nz,xpre_sum,xpre_nz,ca_sum,ca_nz,weight_sum,weight_abs_sum
63,437,0,0,1121.0984,47832,45624.1211,1824307,5712.4351,1824307,6917943.0000,11530417.0000
64,420,0,0,1115.2332,47832,45794.4180,1824690,5800.0000,1824690,6917943.0000,11530417.0000
65,456,1,13,1146.1901,47833,46160.9492,1825448,5894.9941,1825448,6917943.0000,11530417.0000
66,290,0,0,1150.5879,47837,45562.1719,1827553,5993.9355,1827553,6917943.0000,11530417.0000
67,284,0,0,1141.2554,47837,44957.1133,1827553,6090.5088,1827553,6917943.0000,11530417.0000
68,382,0,0,1139.0753,47854,44941.1484,1841006,6181.9038,1841006,6917943.0000,11530417.0000
69,410,0,0,1134.6552,47856,45087.6641,1841381,6265.5117,1841381,6917943.0000,11530417.0000
70,478,1,14,1165.8132,47856,45611.3047,1841758,6356.4653,1841758,6917943.0000,11530417.0000
71,316,0,0,1168.7590,47859,45187.6875,1842930,6450.6201,1842930,6917943.0000,11530417.0000
72,307,0,0,1158.1101,47859,44734.2695,1842930,6541.3638,1842930,6917943.0000,11530417.0000
73,319,0,0,1155.0244,47875,44369.4727,1854330,6627.4683,1854330,6917943.0000,11530417.0000
74,407,0,0,1148.7933,47875,44524.7305,1854516,6705.2993,1854516,6917943.0000,11530417.0000
75,489,1,15,1178.4998,47875,45142.0938,1854516,6790.1641,1854516,6917943.0000,11530417.0000
76,339,0,0,1178.7659,47878,44870.6289,1856029,6877.3608,1856029,6917943.0000,11530417.0000
77,272,0,0,1166.2202,47878,44229.6328,1856210,6961.7544,1856210,6917943.0000,11530417.0000
78,300,0,0,1159.8730,47895,43782.3203,1865131,7041.2539,1865131,6917943.0000,11530417.0000
79,347,0,0,1152.1322,47895,43624.6016,1865323,7113.3296,1865323,6917943.0000,11530417.0000
80,549,1,16,1178.9147,47895,44629.5156,1865323,7191.1240,1865323,6917943.0000,11530417.0000
81,324,0,0,1179.9515,47897,44299.5625,1866469,7271.2783,1866469,6917943.0000,11530417.0000
82,252,0,0,1168.0212,47897,43575.7461,1866469,7348.6733,1866469,6917943.0000,11530417.0000
83,298,0,0,1163.9462,47917,43146.6758,1873695,7421.7051,1873695,6917943.0000,11530417.0000
84,339,0,0,1154.9418,47917,42976.4570,1873695,7487.5630,1873695,6917943.0000,11530417.0000
85,537,1,17,1182.4409,47917,43942.0938,1873883,7560.0732,1873883,6917943.0000,11530417.0000
86,367,0,0,1182.3571,47919,43889.6211,1874822,7633.9331,1874822,6917943.0000,11530417.0000
87,274,0,0,1169.7102,47919,43309.5820,1874822,7704.3486,1874822,6917943.0000,11530417.0000
88,250,0,0,1163.9585,47927,42623.0078,1878614,7770.9136,1878614,6917943.0000,11530417.0000
89,323,0,0,1155.2604,47927,42388.6914,1878614,7830.4780,1878614,6917943.0000,11530417.0000
90,564,1,18,1182.5386,47927,43533.7109,1878614,7896.5962,1878614,6917943.0000,11530417.0000
91,355,0,0,1183.0498,47927,43433.8672,1878804,7964.7856,1878804,6917943.0000,11530417.0000
92,250,0,0,1170.2046,47927,42741.4141,1878804,8030.3330,1878804,6917943.0000,11530417.0000
93,257,0,0,1165.4332,47935,42123.4727,1884133,8092.3325,1884133,6917943.0000,11530417.0000
94,320,0,0,1156.7170,47935,41891.3164,1884133,8147.5127,1884133,6917943.0000,11530417.0000
95,590,1,19,1182.3025,47935,43210.8945,1884133,8208.0234,1884133,6917943.0000,11530417.0000
96,352,0,0,1182.5267,47935,43108.9766,1884324,8270.0283,1884324,6917943.0000,11530417.0000
97,215,0,0,1171.5383,47935,42234.0391,1884324,8330.0918,1884324,6917943.0000,11530417.0000
98,236,0,0,1168.5798,47938,41520.5703,1887756,8387.2725,1887756,6917943.0000,11530417.0000
99,300,0,0,1159.2393,47938,41203.8203,1887756,8438.1514,1887756,6917943.0000,11530417.0000
100,592,1,20,1183.4301,47938,42571.1758,1887756,8494.7305,1887756,6917943.0000,11530417.0000
101,404,0,0,1179.5253,47938,42802.5273,1887950,8550.8076,1887950,6917943.0000,11530417.0000
102,221,0,0,1166.7992,47938,41971.3047,1887950,8604.0488,1887950,6917943.0000,11530417.0000
103,241,0,0,1161.7529,47939,41296.7500,1889470,8653.6768,1889470,6917943.0000,11530417.0000
104,264,0,0,1152.1136,47939,40787.5156,1889470,8697.6641,1889470,6917943.0000,11530417.0000
105,570,1,21,1176.5769,47939,42049.1758,1889470,8747.7129,1889470,6917943.0000,11530417.0000
106,353,0,0,1175.8007,47939,42009.4336,1890043,8799.4189,1890043,6917943.0000,11530417.0000
107,248,0,0,1163.2297,47939,41372.9219,1890043,8848.0986,1890043,6917943.0000,11530417.0000
108,207,0,0,1158.9523,47944,40535.2227,1892131,8894.0820,1892131,6917943.0000,11530417.0000
109,253,0,0,1150.0107,47944,40003.3672,1892131,8934.7178,1892131,6917943.0000,11530417.0000
110,566,1,22,1175.1561,47944,41278.0391,1892131,8981.5088,1892131,6917943.0000,11530417.0000
111,355,0,0,1174.2460,47945,41287.7266,1892322,9029.7754,1892322,6917943.0000,11530417.0000
112,236,0,0,1161.4131,47945,40617.6836,1892322,9075.1279,1892322,6917943.0000,11530417.0000
113,219,0,0,1156.4319,47949,39883.9883,1893655,9117.5137,1893655,6917943.0000,11530417.0000
114,273,0,0,1146.5974,47949,39497.8320,1893655,9153.7676,1893655,6917943.0000,11530417.0000
115,615,1,23,1168.9283,47949,41071.9336,1893655,9194.5195,1893655,6917943.0000,11530417.0000
116,332,0,0,1167.8448,47951,40961.8906,1894027,9236.8896,1894027,6917943.0000,11530417.0000
117,221,0,0,1155.9530,47951,40222.4453,1894027,9276.8037,1894027,6917943.0000,11530417.0000
118,199,0,0,1153.1584,47952,39393.6953,1895154,9314.8896,1895154,6917943.0000,11530417.0000
119,292,0,0,1143.0001,47952,39132.7031,1895154,9347.1357,1895154,6917943.0000,11530417.0000
120,577,1,24,1166.0442,47952,40513.6797,1895154,9385.3662,1895154,6917943.0000,11530417.0000
121,362,0,0,1162.8251,47952,40601.2969,1895154,9423.9219,1895154,6917943.0000,11530417.0000
122,206,0,0,1150.7882,47952,39793.5781,1895154,9459.9248,1895154,6917943.0000,11530417.0000
123,183,0,0,1146.7009,47952,38894.5430,1895533,9493.8398,1895533,6917943.0000,11530417.0000
124,275,0,0,1135.7146,47952,38567.4453,1895533,9521.8115,1895533,6917943.0000,11530417.0000
125,620,1,25,1154.6899,47952,40220.2188,1895533,9554.1621,1895533,6917943.0000,11530417.0000
126,332,0,0,1151.2800,47952,40149.8594,1895533,9587.3496,1895533,6917943.0000,11530417.0000
127,215,0,0,1139.3025,47952,39415.9688,1895533,9617.8398,1895533,6917943.0000,11530417.0000
128,175,0,0,1136.6675,47954,38492.1484,1896296,9647.0371,1896296,6917943.0000,11530417.0000
129,250,0,0,1127.2001,47954,38039.2656,1896296,9671.2881,1896296,6917943.0000,11530417.0000
130,603,1,26,1147.8217,47955,39618.2617,1896484,9700.8262,1896484,6917943.0000,11530417.0000
131,357,0,0,1145.0121,47955,39720.1172,1896680,9730.8848,1896680,6917943.0000,11530417.0000
132,226,0,0,1132.7485,47955,39071.7734,1896680,9757.9580,1896680,6917943.0000,11530417.0000
133,161,0,0,1130.3682,47955,38083.9531,1897062,9784.0586,1897062,6917943.0000,11530417.0000
134,256,0,0,1119.6218,47955,37684.9961,1897062,9804.9297,1897062,6917943.0000,11530417.0000
135,581,1,27,1141.0363,47955,39156.9805,1897062,9831.3184,1897062,6917943.0000,11530417.0000
136,356,0,0,1137.3536,47955,39281.0000,1897062,9858.0986,1897062,6917943.0000,11530417.0000
137,204,0,0,1125.2130,47955,38527.4453,1897062,9882.1426,1897062,6917943.0000,11530417.0000
138,160,0,0,1121.0745,47956,37562.4531,1897449,9904.5322,1897449,6917943.0000,11530417.0000
139,207,0,0,1111.9983,47956,36909.3008,1897449,9922.6699,1897449,6917943.0000,11530417.0000
140,618,1,28,1130.8318,47956,38631.5742,1897449,9945.3867,1897449,6917943.0000,11530417.0000
141,355,0,0,1126.6776,47956,38770.6016,1897449,9968.2783,1897449,6917943.0000,11530417.0000
142,221,0,0,1113.4448,47956,38140.4570,1897449,9987.7480,1897449,6917943.0000,11530417.0000
143,153,0,0,1109.8212,47956,37152.7852,1897638,10005.9990,1897638,6917943.0000,11530417.0000
144,229,0,0,1099.4869,47956,36645.4922,1897638,10019.7051,1897638,6917943.0000,11530417.0000
145,606,1,29,1116.7687,47956,38310.8242,1897638,10038.3418,1897638,6917943.0000,11530417.0000
146,371,0,0,1111.1937,47956,38554.5625,1897823,10056.7275,1897823,6917943.0000,11530417.0000
147,218,0,0,1097.6986,47956,37916.9844,1897823,10071.9209,1897823,6917943.0000,11530417.0000
148,152,0,0,1093.4502,47957,36935.1445,1898016,10085.7090,1898016,6917943.0000,11530417.0000
149,232,0,0,1083.5695,47957,36457.3672,1898016,10094.9111,1898016,6917943.0000,11530417.0000
150,589,1,30,1101.3542,47957,38034.0703,1898016,10109.3691,1898016,6917943.0000,11530417.0000
151,353,0,0,1097.3143,47957,38193.0273,1898016,10124.2705,1898016,6917943.0000,11530417.0000
152,224,0,0,1084.7225,47957,37608.2148,1898016,10136.0654,1898016,6917943.0000,11530417.0000
153,149,0,0,1081.9121,47959,36621.3008,1898398,10146.9873,1898398,6917943.0000,11530417.0000
154,224,0,0,1072.1339,47959,36111.0703,1898398,10153.5732,1898398,6917943.0000,11530417.0000
155,606,1,31,1090.5231,47959,37806.1836,1898398,10165.1055,1898398,6917943.0000,11530417.0000
156,368,0,0,1086.5844,47959,38060.9453,1898398,10176.4355,1898398,6917943.0000,11530417.0000
157,176,0,0,1075.5416,47959,37207.7422,1898398,10185.7285,1898398,6917943.0000,11530417.0000
158,139,0,0,1073.0131,47960,36185.6992,1898589,10194.4756,1898589,6917943.0000,11530417.0000
159,199,0,0,1064.8828,47960,35553.8828,1898589,10199.7510,1898589,6917943.0000,11530417.0000
160,612,1,32,1082.7885,47960,37311.0312,1898589,10210.0713,1898589,6917943.0000,11530417.0000
161,362,0,0,1078.9144,47960,37554.8125,1898782,10220.6484,1898782,6917943.0000,11530417.0000
162,202,0,0,1066.7510,47960,36875.7812,1898782,10228.5654,1898782,6917943.0000,11530417.0000
163,137,0,0,1063.3982,47961,35859.3711,1898974,10235.7236,1898974,6917943.0000,11530417.0000
164,214,0,0,1053.2695,47961,35330.5312,1898974,10238.7559,1898974,6917943.0000,11530417.0000
165,541,1,33,1072.4219,47961,36692.9102,1898974,10248.0635,1898974,6917943.0000,11530417.0000
166,377,0,0,1068.8378,47961,37054.5586,1898974,10257.2021,1898974,6917943.0000,11530417.0000
167,192,0,0,1058.0955,47961,36344.1875,1898974,10264.1279,1898974,6917943.0000,11530417.0000
168,150,0,0,1054.4469,47961,35426.4219,1899352,10269.8750,1899352,6917943.0000,11530417.0000
169,209,0,0,1045.0669,47961,34893.2852,1899352,10271.5654,1899352,6917943.0000,11530417.0000
170,594,1,34,1063.4530,47961,36577.1992,1899352,10278.3066,1899352,6917943.0000,11530417.0000
171,383,0,0,1059.3157,47961,36976.5898,1899352,10284.5117,1899352,6917943.0000,11530417.0000
172,199,0,0,1047.6543,47961,36308.5117,1899352,10287.9531,1899352,6917943.0000,11530417.0000
173,135,0,0,1044.8513,47961,35304.6445,1899543,10290.6104,1899543,6917943.0000,11530417.0000
174,201,0,0,1035.9794,47961,34727.7070,1899543,10289.4980,1899543,6917943.0000,11530417.0000
175,606,1,35,1053.1213,47961,36489.0000,1899543,10293.6504,1899543,6917943.0000,11530417.0000
176,382,0,0,1048.2872,47961,36888.2188,1899543,10297.2168,1899543,6917943.0000,11530417.0000
177,194,0,0,1036.7798,47961,36193.5234,1899543,10298.2256,1899543,6917943.0000,11530417.0000
178,128,0,0,1033.4437,47961,35157.0742,1899543,10298.6885,1899543,6917943.0000,11530417.0000
179,191,0,0,1024.4055,47961,34530.2422,1899543,10295.6250,1899543,6917943.0000,11530417.0000
180,600,1,36,1039.9659,47961,36263.6367,1899543,10297.7451,1899543,6917943.0000,11530417.0000
181,403,0,0,1034.4116,47961,36792.8594,1899543,10298.6562,1899543,6917943.0000,11530417.0000
182,177,0,0,1022.6916,47961,36006.8398,1899543,10297.1299,1899543,6917943.0000,11530417.0000
183,138,0,0,1019.4426,47961,35035.6250,1899734,10295.0371,1899734,6917943.0000,11530417.0000
184,199,0,0,1010.1912,47961,34464.1289,1899734,10289.3818,1899734,6917943.0000,11530417.0000
185,590,1,37,1026.2538,47961,36139.9961,1899734,10288.8594,1899734,6917943.0000,11530417.0000
186,377,0,0,1021.1164,47961,36525.2188,1899734,10288.0029,1899734,6917943.0000,11530417.0000
187,212,0,0,1009.1285,47961,35952.9219,1899734,10284.3145,1899734,6917943.0000,11530417.0000
188,126,0,0,1005.7141,47961,34917.4688,1899734,10280.1182,1899734,6917943.0000,11530417.0000
189,207,0,0,996.3229,47961,34392.4766,1899734,10272.3730,1899734,6917943.0000,11530417.0000
190,561,1,38,1013.3197,47961,35915.7148,1899734,10270.4014,1899734,6917943.0000,11530417.0000
191,373,0,0,1009.7296,47961,36289.2266,1899734,10268.4248,1899734,6917943.0000,11530417.0000
192,195,0,0,998.8643,47961,35631.8125,1899734,10264.2783,1899734,6917943.0000,11530417.0000
193,130,0,0,995.1888,47961,34634.0977,1899734,10259.5605,1899734,6917943.0000,11530417.0000
194,196,0,0,985.9241,47961,34062.1445,1899734,10251.2207,1899734,6917943.0000,11530417.0000
195,582,1,39,1001.7092,47961,35716.3359,1899734,10247.7188,1899734,6917943.0000,11530417.0000
196,380,0,0,997.7487,47961,36139.6797,1899734,10243.7236,1899734,6917943.0000,11530417.0000
197,170,0,0,987.4464,47961,35347.6289,1899734,10237.9082,1899734,6917943.0000,11530417.0000
198,128,0,0,984.6054,47961,34353.9648,1899734,10231.8271,1899734,6917943.0000,11530417.0000
199,208,0,0,975.5078,47961,33865.5430,1899734,10221.9717,1899734,6917943.0000,11530417.0000
200,564,1,40,992.2332,47961,35428.9414,1899734,10217.8770,1899734,6917943.0000,11530417.0000
201,408,0,0,987.3087,47961,36025.2422,1899734,10212.6943,1899734,6917943.0000,11530417.0000
202,204,0,0,976.0827,47961,35429.2734,1899734,10204.5547,1899734,6917943.0000,11530417.0000
203,105,0,0,972.6715,47961,34301.2773,1899734,10196.1055,1899734,6917943.0000,11530417.0000
204,161,0,0,964.6743,47961,33546.3555,1899734,10185.1221,1899734,6917943.0000,11530417.0000
205,576,1,41,980.7183,47961,35192.0391,1899734,10179.8047,1899734,6917943.0000,11530417.0000
206,384,0,0,975.8481,47961,35664.3555,1899734,10174.1953,1899734,6917943.0000,11530417.0000
207,191,0,0,964.6114,47961,35012.3672,1899734,10166.1895,1899734,6917943.0000,11530417.0000
208,126,0,0,961.3533,47961,34023.1719,1899734,10157.6416,1899734,6917943.0000,11530417.0000
209,188,0,0,952.9465,47961,33435.4141,1899734,10146.0254,1899734,6917943.0000,11530417.0000
210,596,1,42,967.0151,47961,35203.9023,1899734,10138.7275,1899734,6917943.0000,11530417.0000
211,389,0,0,961.7322,47961,35701.3789,1899734,10130.4678,1899734,6917943.0000,11530417.0000
212,177,0,0,950.9689,47961,34968.5898,1899734,10120.0586,1899734,6917943.0000,11530417.0000
213,134,0,0,947.8200,47961,34027.6133,1899734,10109.0176,1899734,6917943.0000,11530417.0000
214,176,0,0,939.8742,47961,33369.8594,1899734,10095.3662,1899734,6917943.0000,11530417.0000
215,595,1,43,954.5577,47961,35133.5625,1899734,10086.6416,1899734,6917943.0000,11530417.0000
216,378,0,0,950.4570,47961,35573.8086,1899734,10077.7402,1899734,6917943.0000,11530417.0000
217,191,0,0,940.1656,47961,34927.4062,1899734,10066.7402,1899734,6917943.0000,11530417.0000
218,119,0,0,937.5914,47961,33903.1758,1899734,10055.6758,1899734,6917943.0000,11530417.0000
219,189,0,0,929.4827,47961,33327.8398,1899734,10041.6934,1899734,6917943.0000,11530417.0000
220,592,1,44,944.1220,47961,35076.1016,1899734,10032.2637,1899734,6917943.0000,11530417.0000
221,358,0,0,940.7696,47961,35403.3516,1899734,10022.8555,1899734,6917943.0000,11530417.0000
222,189,0,0,930.7744,47961,34754.0703,1899734,10011.2979,1899734,6917943.0000,11530417.0000
223,130,0,0,927.9494,47961,33799.9180,1899734,9999.5039,1899734,6917943.0000,11530417.0000
224,206,0,0,918.5471,47961,33325.1367,1899734,9984.3613,1899734,6917943.0000,11530417.0000
225,549,1,45,933.1206,47961,34826.5117,1899734,9974.3301,1899734,6917943.0000,11530417.0000
226,360,0,0,929.7797,47961,35181.2930,1899734,9964.4082,1899734,6917943.0000,11530417.0000
227,198,0,0,919.9426,47961,34595.0117,1899734,9952.3955,1899734,6917943.0000,11530417.0000
228,134,0,0,916.2596,47961,33671.9258,1899734,9939.6201,1899734,6917943.0000,11530417.0000
229,185,0,0,907.7936,47961,33084.6172,1899734,9923.7881,1899734,6917943.0000,11530417.0000
230,580,1,46,922.5966,47961,34774.8125,1899734,9912.9717,1899734,6917943.0000,11530417.0000
231,362,0,0,919.1058,47961,35143.3047,1899734,9902.0938,1899734,6917943.0000,11530417.0000
232,192,0,0,909.5919,47961,34523.6250,1899734,9889.1357,1899734,6917943.0000,11530417.0000
233,108,0,0,906.8782,47961,33454.1406,1899734,9876.1602,1899734,6917943.0000,11530417.0000
234,175,0,0,898.9333,47961,32819.1641,1899734,9860.5537,1899734,6917943.0000,11530417.0000
235,583,1,47,913.4722,47961,34541.0234,1899734,9849.8750,1899734,6917943.0000,11530417.0000
236,374,0,0,909.2448,47961,34986.2891,1899734,9838.7070,1899734,6917943.0000,11530417.0000
237,190,0,0,899.2138,47961,34362.9297,1899734,9825.3262,1899734,6917943.0000,11530417.0000
238,113,0,0,896.0397,47961,33331.7305,1899734,9811.8369,1899734,6917943.0000,11530417.0000
239,166,0,0,887.8473,47961,32653.4043,1899734,9795.8643,1899734,6917943.0000,11530417.0000
240,590,1,48,902.4326,47961,34422.1406,1899734,9784.4736,1899734,6917943.0000,11530417.0000
241,344,0,0,899.9247,47961,34704.3633,1899734,9773.5000,1899734,6917943.0000,11530417.0000
242,204,0,0,890.0933,47961,34170.8906,1899734,9760.3193,1899734,6917943.0000,11530417.0000
243,107,0,0,887.7028,47961,33113.1484,1899734,9747.2383,1899734,6917943.0000,11530417.0000
244,190,0,0,879.4129,47961,32581.3223,1899734,9731.2559,1899734,6917943.0000,11530417.0000
245,548,1,49,895.0115,47961,34115.7031,1899734,9720.4795,1899734,6917943.0000,11530417.0000
246,373,0,0,891.9454,47961,34581.2617,1899734,9709.6875,1899734,6917943.0000,11530417.0000
247,211,0,0,881.9079,47961,34095.4062,1899734,9696.1025,1899734,6917943.0000,11530417.0000
248,113,0,0,879.0723,47961,33075.4844,1899734,9682.2637,1899734,6917943.0000,11530417.0000
249,172,0,0,871.1730,47961,32441.7832,1899734,9665.6162,1899734,6917943.0000,11530417.0000
250,569,1,50,886.2513,47961,34103.6016,1899734,9653.9004,1899734,6917943.0000,11530417.0000
251,378,0,0,882.7040,47961,34593.6289,1899734,9641.7139,1899734,6917943.0000,11530417.0000
252,189,0,0,873.4356,47961,33982.6406,1899734,9627.4658,1899734,6917943.0000,11530417.0000
253,105,0,0,871.2081,47961,32923.8789,1899734,9613.4795,1899734,6917943.0000,11530417.0000
254,203,0,0,862.2987,47961,32474.2422,1899734,9596.3779,1899734,6917943.0000,11530417.0000
255,577,1,51,875.7823,47961,34176.2031,1899734,9583.8721,1899734,6917943.0000,11530417.0000
256,369,0,0,872.2060,47961,34613.8828,1899734,9571.0361,1899734,6917943.0000,11530417.0000
257,197,0,0,862.5848,47961,34049.5156,1899734,9555.9961,1899734,6917943.0000,11530417.0000
258,102,0,0,859.8626,47961,32970.0312,1899734,9541.1289,1899734,6917943.0000,11530417.0000
259,175,0,0,851.8215,47961,32356.8945,1899734,9523.6045,1899734,6917943.0000,11530417.0000
260,576,1,52,866.2086,47961,34061.4922,1899734,9511.0059,1899734,6917943.0000,11530417.0000
261,387,0,0,862.1486,47961,34604.1523,1899734,9498.1445,1899734,6917943.0000,11530417.0000
262,185,0,0,852.6666,47961,33971.5898,1899734,9483.1992,1899734,6917943.0000,11530417.0000
263,135,0,0,849.7297,47961,33083.7656,1899734,9467.7373,1899734,6917943.0000,11530417.0000
264,171,0,0,842.0506,47961,32444.1738,1899734,9449.9268,1899734,6917943.0000,11530417.0000
265,561,1,53,856.7144,47961,34060.1250,1899734,9437.0352,1899734,6917943.0000,11530417.0000
266,368,0,0,854.0811,47961,34495.9609,1899734,9424.3379,1899734,6917943.0000,11530417.0000
267,178,0,0,845.4063,47961,33828.5938,1899734,9410.0127,1899734,6917943.0000,11530417.0000
268,112,0,0,843.1678,47961,32817.4570,1899734,9395.7334,1899734,6917943.0000,11530417.0000
269,189,0,0,835.2529,47961,32295.4316,1899734,9378.7168,1899734,6917943.0000,11530417.0000
270,615,1,54,848.0980,47961,34223.9766,1899734,9365.7588,1899734,6917943.0000,11530417.0000
271,385,0,0,844.6213,47961,34749.2930,1899734,9352.0557,1899734,6917943.0000,11530417.0000
272,160,0,0,836.4085,47961,33967.4805,1899734,9336.8311,1899734,6917943.0000,11530417.0000
